timestamp,device_address,device_name,rssi,beacon_type,company_id,uuid,major,minor,tx_power,service_uuids,frame_type,raw_data
2024-11-03 17:15:42.711,6F3C9B77-3BD2-9028-8515-91E5DE756F07,LE_WH-1000XM4,-72,,0x012D,,,,,00000709-0000-1000-8000-00805f9b34fb,,0400013105018c8b2e0c0440d5000000000000eb7e2b7dac800a2ced660000000000000000
2024-11-03 17:15:42.711,6F3C9B77-3BD2-9028-8515-91E5DE756F07,LE_WH-1000XM4,-72,,0x012D,,,,,,,0400013105018c8b2e0c0440d5000000000000
2024-11-03 17:15:42.724,0FDA8059-125D-2666-E619-C5C6E34297C8,Unknown,-75,,0x004C,,,,,,,
2024-11-03 17:15:42.725,0FDA8059-125D-2666-E619-C5C6E34297C8,Unknown,-75,,0x004C,,,,,,,
2024-11-03 17:15:42.728,24354350-11DB-2B58-EF51-F4417D8AED6F,Unknown,-92,iBeacon,0x004C,00e6d46d-9eed-63ea-f1df-978a379a1005,16668,52785,103,,,0c0e00e6d46d9eed63eaf1df978a379a1005411cce3167
2024-11-03 17:15:42.728,24354350-11DB-2B58-EF51-F4417D8AED6F,Unknown,-91,iBeacon,0x004C,00e6d46d-9eed-63ea-f1df-978a379a1005,16668,52785,103,,,0c0e00e6d46d9eed63eaf1df978a379a1005411cce3167
2024-11-03 17:15:42.737,9C18F6B0-AB22-2FF7-B7CB-42C15BE966A5,Unknown,-80,,0x004C,,,,,,,
2024-11-03 17:15:42.739,7C96BCBE-29F7-B975-CD42-76731BC7A780,Unknown,-93,,,,,,,,,
2024-11-03 17:15:42.746,038B9928-72F1-059C-D769-A5ADF0893BBA,Unknown,-82,,0x004C,,,,,,,
2024-11-03 17:15:42.989,78A00DAD-2C70-282E-2627-2610550CAD49,Unknown,-79,iBeacon,0x004C,0124202b-328f-1100-09b4-4a6057322e6d,5608,35199,121,,,07190124202b328f110009b44a6057322e6d15e8897f793b89de79
2024-11-03 17:15:42.993,2EB8A519-45A7-3C9C-FB21-32981F9F51EC,T87B2_8461,-93,iBeacon,0x004C,2069a9cb-ea4a-7f5e-6eee-c62416b839da,46374,21086,-41,,,12192069a9cbea4a7f5e6eeec62416b839dab526525ed7f3840100
2024-11-03 17:15:43.003,0FDA8059-125D-2666-E619-C5C6E34297C8,Unknown,-67,,0x004C,,,,,,,
2024-11-03 17:15:43.004,0FDA8059-125D-2666-E619-C5C6E34297C8,Unknown,-67,,0x004C,,,,,,,
2024-11-03 17:15:43.005,ECCFDDB7-E165-640C-FAD2-7A45E4FF08BB,Unknown,-96,,,,,,,,,
2024-11-03 17:15:43.005,ECCFDDB7-E165-640C-FAD2-7A45E4FF08BB,Unknown,-96,,,,,,,,,
2024-11-03 17:15:43.009,AB0420BA-D3D8-358C-A2FE-1F58F4173959,Unknown,-99,,0x004C,,,,,,,
2024-11-03 17:15:43.009,2740A95E-E6F2-4EF1-00B6-8815370110AD,Unknown,-77,,0x0006,,,,,,,010920228319611df2a57358d40196b586d19dbfb797b834495bf7
2024-11-03 17:15:43.010,648E9045-41DD-E358-9FF3-952D485719F9,Unknown,-72,,0x004C,,,,,,,
2024-11-03 17:15:43.010,648E9045-41DD-E358-9FF3-952D485719F9,Unknown,-72,,0x004C,,,,,,,
2024-11-03 17:15:43.017,3108B952-C579-8AA0-766F-DB5571DB00D5,Unknown,-57,iBeacon,0x004C,e4020711-06d1-3a64-9fbd-d7c14dbab85a,37684,53348,113,,,1202e402071106d13a649fbdd7c14dbab85a9334d06471
2024-11-03 17:15:43.017,3108B952-C579-8AA0-766F-DB5571DB00D5,Unknown,-58,iBeacon,0x004C,e4020711-06d1-3a64-9fbd-d7c14dbab85a,37684,53348,113,,,1202e402071106d13a649fbdd7c14dbab85a9334d06471
2024-11-03 17:15:43.020,2F900C20-9BA8-DFC1-B157-ED24BD8A1E85,Unknown,-98,,0x004C,,,,,,,
2024-11-03 17:15:43.028,2055DA42-F741-1797-F298-C7BDE49100F0,Unknown,-75,,0x004C,,,,,,,
2024-11-03 17:15:43.036,089B0A20-5951-9D2A-30ED-378C3580436B,Unknown,-75,,0x004C,,,,,,,
2024-11-03 17:15:43.040,6F3C9B77-3BD2-9028-8515-91E5DE756F07,LE_WH-1000XM4,-73,,,,,,,,,
2024-11-03 17:15:43.042,037086B8-91B2-99DB-59CD-DA2AAE0955B5,Unknown,-81,,,,,,,0000fd82-0000-1000-8000-00805f9b34fb,,
2024-11-03 17:15:43.042,037086B8-91B2-99DB-59CD-DA2AAE0955B5,Unknown,-81,,0x012D,,,,,0000fd82-0000-1000-8000-00805f9b34fb,,04000202b0310701c77822c6b210020033230000
2024-11-03 17:15:43.051,67A9C884-4260-92C5-39FF-D935CA6940BE,Unknown,-62,,0x004C,,,,,,,
2024-11-03 17:15:43.051,2B520A66-5F40-BFEB-465A-5309D468E111,Unknown,-84,,0x004C,,,,,,,
2024-11-03 17:15:43.053,CE14BE3D-B682-21DD-F4DA-C5918BD8CD4A,Unknown,-71,iBeacon,0x004C,0113202b-898f-0100-0862-daafefad542a,15127,35353,-116,,,07190113202b898f01000862daafefad542a3b178a198c2dba4a4f
2024-11-03 17:15:43.053,CE14BE3D-B682-21DD-F4DA-C5918BD8CD4A,Unknown,-71,iBeacon,0x004C,0113202b-898f-0100-0862-daafefad542a,15127,35353,-116,,,07190113202b898f01000862daafefad542a3b178a198c2dba4a4f
2024-11-03 17:15:43.057,75843087-01BF-3C29-9D7E-2540E1FC64AC,WH-CH720N,-72,,,,,,,0000fe03-0000-1000-8000-00805f9b34fb,,
2024-11-03 17:15:43.058,75843087-01BF-3C29-9D7E-2540E1FC64AC,WH-CH720N,-73,,0x0975,,,,,0000fe03-0000-1000-8000-00805f9b34fb,,442cbbf650aa
2024-11-03 17:15:43.058,72E507A6-8824-FCB5-5F3C-7F48EC4B299C,Unknown,-88,,0x004C,,,,,,,
2024-11-03 17:15:43.062,9A57FF2B-C663-7315-91D9-69FD27D39000,Unknown,-53,iBeacon,0x004C,006ed1a2-3d0e-a829-8df4-6348e7d41006,17949,28473,-72,,,0c0e006ed1a23d0ea8298df46348e7d41006461d6f39b828
2024-11-03 17:15:43.075,D445FBD5-9BB6-310E-C2D7-CA2088ABB1FB,Unknown,-84,,0x0006,,,,,,,0109212a10896f98fc384445534b544f502d4f32324344364f
2024-11-03 17:15:43.292,6A29FBC2-F088-DCCD-62A4-684BFE4547DF,Unknown,-61,,0x004C,,,,,,,
2024-11-03 17:15:43.294,AC2DB05C-3E6F-B3CB-CB3D-AA28393C1BAA,LE_WF-1000XM4,-79,,,,,,,0000fd82-0000-1000-8000-00805f9b34fb,,
2024-11-03 17:15:43.295,FFF71F3B-00BA-EBBB-F311-F3E5C48F408B,Unknown,-84,,0x004C,,,,,,,
2024-11-03 17:15:43.295,FFF71F3B-00BA-EBBB-F311-F3E5C48F408B,Unknown,-85,iBeacon,0x004C,111ae2ed-2e68-0100-0000-000000040000,0,0,0,,,1006111ae2ed2e680100000000000004000000000000000000
2024-11-03 17:15:43.311,1C6AFD70-D644-DE53-ECE9-EC0F5FDDD720,Unknown,-90,,0x0006,,,,,,,01092022827afa46b0a94d24a7e09268839ae4578d62d7ec599894
2024-11-03 17:15:43.315,CFE126CD-6C85-63CB-F0CB-B1C25811B85B,Unknown,-75,,0x0006,,,,,,,010920024aa6dbd991ddd1b275779ffdf53c0d1c2a71c6bb53bb50
2024-11-03 17:15:43.315,D79102CC-2D42-1C7F-F86B-4EF8E3D04CE9,Unknown,-79,,0x004C,,,,,,,
2024-11-03 17:15:43.315,D79102CC-2D42-1C7F-F86B-4EF8E3D04CE9,Unknown,-79,,0x004C,,,,,,,
2024-11-03 17:15:43.321,2740A95E-E6F2-4EF1-00B6-8815370110AD,Unknown,-76,,0x0006,,,,,,,010920228319611df2a57358d40196b586d19dbfb797b834495bf7
2024-11-03 17:15:43.326,8A5B5D5D-5232-0A83-9EEB-A439A8129B79,Unknown,-87,,0x004C,,,,,,,
2024-11-03 17:15:43.327,8A5B5D5D-5232-0A83-9EEB-A439A8129B79,Unknown,-87,,0x004C,,,,,,,
2024-11-03 17:15:43.334,6F3C9B77-3BD2-9028-8515-91E5DE756F07,LE_WH-1000XM4,-72,,0x012D,,,,,,,0400013105018c8b2e0c0440d5000000000000
2024-11-03 17:15:43.334,6F3C9B77-3BD2-9028-8515-91E5DE756F07,LE_WH-1000XM4,-72,,0x012D,,,,,,,0400013105018c8b2e0c0440d5000000000000
2024-11-03 17:15:43.345,3611D284-5BAA-AD95-F47E-A2C2CF7444EE,Unknown,-46,,0x0006,,,,,,,0109202209bbdac235ae3c619b5c58fbd06363975f5378e94acfb6
2024-11-03 17:15:43.345,3611D284-5BAA-AD95-F47E-A2C2CF7444EE,Unknown,-46,,0x0006,,,,,,,0109202209bbdac235ae3c619b5c58fbd06363975f5378e94acfb6
2024-11-03 17:15:43.351,037086B8-91B2-99DB-59CD-DA2AAE0955B5,Unknown,-74,,0x012D,,,,,0000fd82-0000-1000-8000-00805f9b34fb,,04000202b0310701c77822c6b210020033230000
2024-11-03 17:15:43.355,FAA9E6C6-F56D-EE02-0360-F72B8DD1EC2C,Unknown,-86,iBeacon,0x004C,010e202b-998f-0000-051c-5cc14d06e660,59651,1359,-3,,,0719010e202b998f0000051c5cc14d06e660e903054ffd9d3cd559
2024-11-03 17:15:43.368,78A00DAD-2C70-282E-2627-2610550CAD49,Unknown,-74,iBeacon,0x004C,0124202b-328f-1100-09b4-4a6057322e6d,5608,35199,121,,,07190124202b328f110009b44a6057322e6d15e8897f793b89de79
2024-11-03 17:15:43.368,905F8A42-AACB-841C-AEAD-0F423D02C343,Unknown,-47,,0x004C,,,,,,,
2024-11-03 17:15:43.369,905F8A42-AACB-841C-AEAD-0F423D02C343,Unknown,-47,,0x004C,,,,,,,
2024-11-03 17:15:43.589,D445FBD5-9BB6-310E-C2D7-CA2088ABB1FB,Unknown,-77,,0x0006,,,,,,,0109212a10896f98fc384445534b544f502d4f32324344364f
2024-11-03 17:15:43.598,AC2DB05C-3E6F-B3CB-CB3D-AA28393C1BAA,LE_WF-1000XM4,-88,,,,,,,0000fd82-0000-1000-8000-00805f9b34fb,,
2024-11-03 17:15:43.613,51BF4BEF-9155-ED9B-0DBB-64B9E197EEC2,Unknown,-56,iBeacon,0x004C,0114200b-668f-1100-0905-a675720720df,46606,14517,18,,,07190114200b668f11000905a675720720dfb60e38b5123ff2b167
2024-11-03 17:15:43.613,CE14BE3D-B682-21DD-F4DA-C5918BD8CD4A,Unknown,-68,iBeacon,0x004C,0113202b-898f-0100-0862-daafefad542a,15127,35353,-116,,,07190113202b898f01000862daafefad542a3b178a198c2dba4a4f
2024-11-03 17:15:43.621,FBB30DDD-06DE-8A12-A5E3-CB582DC41AF1,Unknown,-93,,0x004C,,,,,,,
2024-11-03 17:15:43.622,04AA62BD-F02E-C568-538F-05BF9AA96723,Unknown,-80,,0x004C,,,,,,,
2024-11-03 17:15:43.646,C9EB317B-D8BF-E8B5-9521-8D4780FE65FE,Unknown,-79,,0x004C,,,,,,,
2024-11-03 17:15:43.647,5BF0D951-4C0C-27CC-6981-F368D1A74179,Unknown,-76,,0x004C,,,,,,,
2024-11-03 17:15:43.648,5BF0D951-4C0C-27CC-6981-F368D1A74179,Unknown,-79,,0x004C,,,,,,,
2024-11-03 17:15:43.649,6F3C9B77-3BD2-9028-8515-91E5DE756F07,LE_WH-1000XM4,-73,,,,,,,,,
2024-11-03 17:15:43.651,12B6FE23-10A1-60B7-7537-B58BF0C0DA9C,Unknown,-67,,0x004C,,,,,,,
2024-11-03 17:15:43.663,76C29B1C-67DC-08D5-F004-FF442EE16C88,Unknown,-54,,0x004C,,,,,,,
2024-11-03 17:15:43.679,77FF5AE3-911A-2894-23EF-FC783AAB0EC8,Unknown,-70,,0x004C,,,,,,,
2024-11-03 17:15:43.893,FBB30DDD-06DE-8A12-A5E3-CB582DC41AF1,Unknown,-96,,0x004C,,,,,,,
2024-11-03 17:15:43.896,AC2DB05C-3E6F-B3CB-CB3D-AA28393C1BAA,LE_WF-1000XM4,-93,,,,,,,0000fd82-0000-1000-8000-00805f9b34fb,,
2024-11-03 17:15:43.896,C21CB63D-9B19-DF93-EE09-1EAEE7BEC56C,Unknown,-91,,0x004C,,,,,,,
2024-11-03 17:15:43.897,C21CB63D-9B19-DF93-EE09-1EAEE7BEC56C,Unknown,-91,,0x004C,,,,,,,
2024-11-03 17:15:43.897,7C96BCBE-29F7-B975-CD42-76731BC7A780,Unknown,-95,,,,,,,,,
2024-11-03 17:15:43.909,B88C259E-E1EE-E5CD-A954-40D5008AD613,Unknown,-76,iBeacon,0x004C,0059161d-782d-4010-951f-d3ba3be21006,17181,65469,63,,,0c0e0059161d782d4010951fd3ba3be21006431dffbd3f08
2024-11-03 17:15:43.910,B88C259E-E1EE-E5CD-A954-40D5008AD613,Unknown,-75,iBeacon,0x004C,0059161d-782d-4010-951f-d3ba3be21006,17181,65469,63,,,0c0e0059161d782d4010951fd3ba3be21006431dffbd3f08
2024-11-03 17:15:43.910,037086B8-91B2-99DB-59CD-DA2AAE0955B5,LE_WH-1000XM5,-82,,0x012D,,,,,0000fe03-0000-1000-8000-00805f9b34fb,,04000202b0310701c77822c6b210020033230000
2024-11-03 17:15:43.911,037086B8-91B2-99DB-59CD-DA2AAE0955B5,LE_WH-1000XM5,-82,,,,,,,0000fe03-0000-1000-8000-00805f9b34fb,,
2024-11-03 17:15:43.913,C4EF4347-D914-223A-3FBE-6529404EC9CD,Unknown,-92,,0x004C,,,,,,,
2024-11-03 17:15:43.916,DEA57A47-FEFA-95C5-E208-56504E037A5F,Unknown,-95,,0x004C,,,,,,,
2024-11-03 17:15:43.916,DEA57A47-FEFA-95C5-E208-56504E037A5F,Unknown,-95,,0x004C,,,,,,,
2024-11-03 17:15:43.919,FAA9E6C6-F56D-EE02-0360-F72B8DD1EC2C,Unknown,-84,iBeacon,0x004C,010e202b-998f-0000-051c-5cc14d06e660,59651,1359,-3,,,0719010e202b998f0000051c5cc14d06e660e903054ffd9d3cd559
2024-11-03 17:15:43.922,12B6FE23-10A1-60B7-7537-B58BF0C0DA9C,Unknown,-69,,0x004C,,,,,,,
2024-11-03 17:15:43.923,12B6FE23-10A1-60B7-7537-B58BF0C0DA9C,Unknown,-69,,0x004C,,,,,,,
2024-11-03 17:15:43.932,AB0420BA-D3D8-358C-A2FE-1F58F4173959,Unknown,-97,,0x004C,,,,,,,
2024-11-03 17:15:43.932,76C29B1C-67DC-08D5-F004-FF442EE16C88,Unknown,-54,,0x004C,,,,,,,
2024-11-03 17:15:43.932,76C29B1C-67DC-08D5-F004-FF442EE16C88,Unknown,-54,,0x004C,,,,,,,
2024-11-03 17:15:43.933,9D179D53-039C-6B9F-BED6-C5AD34A14409,Unknown,-100,,0x4798,,,,,daf57701-0000-1000-8000-00805f9b34fb,,44896d170000
2024-11-03 17:15:43.935,9D179D53-039C-6B9F-BED6-C5AD34A14409,Unknown,-99,,0x4798,,,,,daf57701-0000-1000-8000-00805f9b34fb,,44896d170000
2024-11-03 17:15:43.939,CFE126CD-6C85-63CB-F0CB-B1C25811B85B,Unknown,-63,,0x0006,,,,,,,010920024aa6dbd991ddd1b275779ffdf53c0d1c2a71c6bb53bb50
2024-11-03 17:15:43.967,0835CA77-491F-076F-344E-2DB727C2AA57,Unknown,-76,,0x004C,,,,,,,
2024-11-03 17:15:43.971,DD8706F9-57E0-8DB2-CB97-EF4C2DF71D56,Unknown,-87,,0x004C,,,,,,,
2024-11-03 17:15:43.978,51BF4BEF-9155-ED9B-0DBB-64B9E197EEC2,Unknown,-53,iBeacon,0x004C,0114200b-668f-1100-0905-a675720720df,46606,14517,18,,,07190114200b668f11000905a675720720dfb60e38b5123ff2b167
2024-11-03 17:15:43.979,0A0167FE-237C-4E72-D88E-EA4B1FAEA2A3,Unknown,-71,,0x012D,,,,,0000fd82-0000-1000-8000-00805f9b34fb,,04000202b0310805ce7f31429c00020033000000
2024-11-03 17:15:43.980,0A0167FE-237C-4E72-D88E-EA4B1FAEA2A3,Unknown,-71,,0x012D,,,,,0000fd82-0000-1000-8000-00805f9b34fb,,04000202b0310805ce7f31429c00020033000000
2024-11-03 17:15:44.197,12B6FE23-10A1-60B7-7537-B58BF0C0DA9C,Unknown,-64,,0x004C,,,,,,,
2024-11-03 17:15:44.198,12B6FE23-10A1-60B7-7537-B58BF0C0DA9C,Unknown,-64,,0x004C,,,,,,,
2024-11-03 17:15:44.220,B22A6D05-C871-D86F-90AB-E44F0384CC50,Unknown,-66,,0x004C,,,,,,,
2024-11-03 17:15:44.221,B22A6D05-C871-D86F-90AB-E44F0384CC50,Unknown,-66,,0x004C,,,,,,,
2024-11-03 17:15:44.246,FF7DD9B1-1A9B-0B37-69A2-16A40B9021BA,Unknown,-72,,0x004C,,,,,,,
2024-11-03 17:15:44.247,06A5E5B9-105C-C412-2F6A-E5B940EC3C4F,Unknown,-83,,0x004C,,,,,,,
2024-11-03 17:15:44.247,06A5E5B9-105C-C412-2F6A-E5B940EC3C4F,Unknown,-83,,0x004C,,,,,,,
2024-11-03 17:15:44.248,CFE126CD-6C85-63CB-F0CB-B1C25811B85B,Unknown,-67,,0x0006,,,,,,,010920024aa6dbd991ddd1b275779ffdf53c0d1c2a71c6bb53bb50
2024-11-03 17:15:44.249,7AF1D920-2C5A-0C27-E349-7AF9700BEBC8,Unknown,-77,,0x004C,,,,,,,
2024-11-03 17:15:44.490,BF1A7817-1CC4-69A7-2D15-702A2BCCB27E,Unknown,-64,,0x004C,,,,,,,
2024-11-03 17:15:44.490,BF1A7817-1CC4-69A7-2D15-702A2BCCB27E,Unknown,-63,,0x004C,,,,,,,
2024-11-03 17:15:44.491,B22A6D05-C871-D86F-90AB-E44F0384CC50,Unknown,-68,,0x004C,,,,,,,
2024-11-03 17:15:44.491,B22A6D05-C871-D86F-90AB-E44F0384CC50,Unknown,-68,,0x004C,,,,,,,
